brand,line,model,size,slot,capacity_l,len_cm,wid_cm,hgt_cm,dia_cm,dims_state,dims_raw,dims_note,dims_source,dims_source_url,fabric,closure,shape,compression_straps,pockets,bags_per_listing,mounting_system,max_load,colorway_count,colorways,image_count,images,product_url
Revelate Designs,Jerrycan,Jerrycan,Regular,toptube,0.6,12.7,5,10.2,,packed,Regular (95 deg): approx. 12.7 x 5 x 10.2 cm (L x W x H); approx. 0.57 L; approx. 75 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Correction: the existing catalogue value (14 x 12 x 6) was too large on every axis and identical for both Regular and Bent, which the retailer distinguishes.",maker,https://www.bike-packing.de/en/revelate-designs-jerrycan-top-tube-bag-regular,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/jerrycan/
Revelate Designs,Jerrycan,Jerrycan,Bent,toptube,0.6,15.2,5,8.9,,packed,Bent (120 deg): approx. 15.2 x 5 x 8.9 cm (L x W x H); approx. 0.57 L; approx. 75 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Correction: the Bent is longer and shallower than the Regular — the catalogue had both at the same 14 x 12 x 6.",maker,https://www.bike-packing.de/en/revelate-designs-jerrycan-top-tube-bag-regular,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/jerrycan/
Revelate Designs,Gas Tank,Gas Tank,1.1L,toptube,1.1,22.8,6.4,12.7,,packed,length approx. 22.8 cm; height approx. 12.7 cm tapering to 3.8 cm; width approx. 6.4 cm tapering to 3.8 cm; 1.1 L; 100 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1 mm. Both height and width taper to 3.8 cm at the rear; the larger figures are recorded.",maker,https://www.bike-packing.de/en/revelate-designs-gas-tank-top-tube-bag-black,Cordura (matte woven),,,,,1,,,4,Black #1c1c1c | Blue #2f5d8c | Crushed Purple #5d4a6e | Alpine Camo #8b8874,2,https://bike-packing.imgbolt.de/media/3a/42/7f/1723846896/revelate-designs-gas-tank-black-0001.jpg | https://bike-packing.imgbolt.de/media/f3/5b/42/1723846896/revelate-designs-gas-tank-black-0002.jpg,https://revelatedesigns.com/product/gastank/
Revelate Designs,Extended Play,Extended Play,14in,toptube,1.5,35.6,6.4,10.8,,packed,14 in long; height 4.25 in tapering to 2.25 in; width 2.5 in tapering to 2 in; 1.5 L; 240 g,"Dimensions from the BIKEPACKING.com review spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. The Radavist independently confirms the 14 in length and 240 g weight. Correction: the catalogue's 9 cm height and 6 cm width were both understated — the tall end is 10.8 cm high and 6.4 cm wide, tapering to 5.7 x 5.1 cm.",retailer,https://bikepacking.com/gear/revelate-designs-extended-play-review/,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/extended-play/
Revelate Designs,Extended Play,Extended Play,18in,toptube,2,45.7,6.4,10.8,,packed,18 in long; height 4.25 in tapering to 2.5 in; width 2.5 in tapering to 2 in; 2 L; 296 g,"Dimensions from the BIKEPACKING.com review spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. The Radavist independently confirms the 18 in length and 296 g weight. Same height/width correction as the 14 in: 10.8 x 6.4 cm at the tall end, tapering to 6.4 x 5.1 cm.",retailer,https://bikepacking.com/gear/revelate-designs-extended-play-review/,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/extended-play/
Revelate Designs,Feedbag,Mountain Feedbag,1L,stembag,1,9.5,9.5,15.2,9.5,packed,height 152 mm; inner diameter 95 mm; max length handlebar-to-fork-crown 300 mm; approx. 1.1 L; 105 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Confirms 15.2 cm height and 9.5 cm diameter. The existing catalogue value carried len 15.2, duplicating the height on the long axis; len is set to the diameter here so the footprint is a correct cylinder. Retailer quotes 1.1 L against the catalogue's 1 L.",retailer,https://www.bike-packing.de/en/revelate-designs-mountain-feedbag-handlebar-bag-black,Cordura (matte woven),,,,,1,,,3,Black #1c1c1c | Lime #c8d92a | Blue #2f5d8c,1,https://bike-packing.imgbolt.de/media/0c/76/31/1767180379/revelate-designs-mountain-feedbag-black-update-001.jpg,https://revelatedesigns.com/product/mountainfeedbag/
Revelate Designs,Ranger,Ranger Frame Bag,SM,framebag_full,6,41.3,6.4,19.1,,packed,"S: length approx. 41.3 cm, height approx. 19.1 cm, 340 g","Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. BIKE24 corroborates the per-size volumes (8.6 L Large, 10 L X-Large). Neither retailer publishes a depth, so wid is left at the catalogue's 6.4 cm and is NOT retailer-confirmed. The retailer figures run up to 1.9 cm smaller than the catalogue's on the M and XL and have been taken as the more conservative values.",retailer,https://www.bike-packing.de/en/revelate-designs-ranger-frame-bag-41-45-50-53-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ranger/
Revelate Designs,Ranger,Ranger Frame Bag,MD,framebag_full,7.3,45.1,6.4,24.1,,packed,"M: length approx. 45.1 cm, height approx. 24.1 cm, 370 g","Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. BIKE24 corroborates the per-size volumes (8.6 L Large, 10 L X-Large). Neither retailer publishes a depth, so wid is left at the catalogue's 6.4 cm and is NOT retailer-confirmed. The retailer figures run up to 1.9 cm smaller than the catalogue's on the M and XL and have been taken as the more conservative values.",retailer,https://www.bike-packing.de/en/revelate-designs-ranger-frame-bag-41-45-50-53-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ranger/
Revelate Designs,Ranger,Ranger Frame Bag,LG,framebag_full,8.6,50.2,6.4,29.2,,packed,"L: length approx. 50.2 cm, height approx. 29.2 cm, 425 g","Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. BIKE24 corroborates the per-size volumes (8.6 L Large, 10 L X-Large). Neither retailer publishes a depth, so wid is left at the catalogue's 6.4 cm and is NOT retailer-confirmed. The retailer figures run up to 1.9 cm smaller than the catalogue's on the M and XL and have been taken as the more conservative values.",retailer,https://www.bike-packing.de/en/revelate-designs-ranger-frame-bag-41-45-50-53-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ranger/
Revelate Designs,Ranger,Ranger Frame Bag,XL,framebag_full,10,53.3,6.4,34.3,,packed,"XL: length approx. 53.3 cm, height approx. 34.3 cm, 482 g","Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. BIKE24 corroborates the per-size volumes (8.6 L Large, 10 L X-Large). Neither retailer publishes a depth, so wid is left at the catalogue's 6.4 cm and is NOT retailer-confirmed. The retailer figures run up to 1.9 cm smaller than the catalogue's on the M and XL and have been taken as the more conservative values.",retailer,https://www.bike-packing.de/en/revelate-designs-ranger-frame-bag-41-45-50-53-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ranger/
Revelate Designs,Ripio,Ripio Frame Bag,SM,framebag_full,5,44.5,6.4,34.3,,packed,"Small: A 17.5"" (445 mm), B 1.0"" (25 mm), C 17.5"" (451 mm), D 2.75"" (70 mm), E 305 cu in (5 L); 13 oz (364 g)","Length from the CampfireCycling A-E size table, which matches the existing catalogue length exactly on all four sizes (44.5 / 49.5 / 52.1 / 54.6 cm) — that is the one axis this record can call retailer-confirmed. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. CampfireCycling's B, C and D columns are keyed to a sizing DIAGRAM that is only published as an image, so they cannot be mapped to height and depth: C runs 45-52 cm, which is far too large to be the bag's height, and D is non-monotonic across the sizes. hgt and wid are therefore left at the existing catalogue values and are NOT retailer-confirmed; they do reconcile with the retailer's own volumes on a triangular-prism basis (44.5 x 34.3 x 6.4 / 2 = 4.9 L against a stated 5 L). Per-size volumes (5 / 6.3 / 7.7 / 9 L) match the catalogue and BIKE24 exactly. WEIGHT DISAGREEMENT: CampfireCycling gives 364/397/454/493 g while bike-packing.de gives 227/397/454/524 g.",maker,https://www.campfirecycling.com/product/revelate-designs-ripio-frame-bag-p-4139.html,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ripio/
Revelate Designs,Ripio,Ripio Frame Bag,MD,framebag_full,6.3,49.5,6.4,37.5,,packed,"Medium: A 19.5"" (495 mm), B 1.25"" (32 mm), C 18.5"" (470 mm), D 4.25"" (108 mm), E 385 cu in (6.3 L); 14 oz (397 g)","Length from the CampfireCycling A-E size table, which matches the existing catalogue length exactly on all four sizes (44.5 / 49.5 / 52.1 / 54.6 cm) — that is the one axis this record can call retailer-confirmed. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. CampfireCycling's B, C and D columns are keyed to a sizing DIAGRAM that is only published as an image, so they cannot be mapped to height and depth: C runs 45-52 cm, which is far too large to be the bag's height, and D is non-monotonic across the sizes. hgt and wid are therefore left at the existing catalogue values and are NOT retailer-confirmed; they do reconcile with the retailer's own volumes on a triangular-prism basis (44.5 x 34.3 x 6.4 / 2 = 4.9 L against a stated 5 L). Per-size volumes (5 / 6.3 / 7.7 / 9 L) match the catalogue and BIKE24 exactly. WEIGHT DISAGREEMENT: CampfireCycling gives 364/397/454/493 g while bike-packing.de gives 227/397/454/524 g.",maker,https://www.campfirecycling.com/product/revelate-designs-ripio-frame-bag-p-4139.html,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ripio/
Revelate Designs,Ripio,Ripio Frame Bag,LG,framebag_full,7.7,52.1,6.4,43.2,,packed,"Large: A 20.5"" (521 mm), B 3.0"" (76 mm), C 19.0"" (483 mm), D 3.75"" (95 mm), E 470 cu in (7.7 L); 16 oz (454 g)","Length from the CampfireCycling A-E size table, which matches the existing catalogue length exactly on all four sizes (44.5 / 49.5 / 52.1 / 54.6 cm) — that is the one axis this record can call retailer-confirmed. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. CampfireCycling's B, C and D columns are keyed to a sizing DIAGRAM that is only published as an image, so they cannot be mapped to height and depth: C runs 45-52 cm, which is far too large to be the bag's height, and D is non-monotonic across the sizes. hgt and wid are therefore left at the existing catalogue values and are NOT retailer-confirmed; they do reconcile with the retailer's own volumes on a triangular-prism basis (44.5 x 34.3 x 6.4 / 2 = 4.9 L against a stated 5 L). Per-size volumes (5 / 6.3 / 7.7 / 9 L) match the catalogue and BIKE24 exactly. WEIGHT DISAGREEMENT: CampfireCycling gives 364/397/454/493 g while bike-packing.de gives 227/397/454/524 g.",maker,https://www.campfirecycling.com/product/revelate-designs-ripio-frame-bag-p-4139.html,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ripio/
Revelate Designs,Ripio,Ripio Frame Bag,XL,framebag_full,9,54.6,6.4,50.2,,packed,"XL: A 21.5"" (546 mm), B 4.75"" (121 mm), C 20.5"" (521 mm), D 3.25"" (83 mm), E 550 cu in (9 L); 17.4 oz (493 g)","Length from the CampfireCycling A-E size table, which matches the existing catalogue length exactly on all four sizes (44.5 / 49.5 / 52.1 / 54.6 cm) — that is the one axis this record can call retailer-confirmed. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. CampfireCycling's B, C and D columns are keyed to a sizing DIAGRAM that is only published as an image, so they cannot be mapped to height and depth: C runs 45-52 cm, which is far too large to be the bag's height, and D is non-monotonic across the sizes. hgt and wid are therefore left at the existing catalogue values and are NOT retailer-confirmed; they do reconcile with the retailer's own volumes on a triangular-prism basis (44.5 x 34.3 x 6.4 / 2 = 4.9 L against a stated 5 L). Per-size volumes (5 / 6.3 / 7.7 / 9 L) match the catalogue and BIKE24 exactly. WEIGHT DISAGREEMENT: CampfireCycling gives 364/397/454/493 g while bike-packing.de gives 227/397/454/524 g.",maker,https://www.campfirecycling.com/product/revelate-designs-ripio-frame-bag-p-4139.html,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/ripio/
Revelate Designs,Rifter,Rifter Frame Bag,SM,framebag_full,4.5,34.9,3.8,25.4,,packed,SM: 349 x 254 mm (L x H); 254 g,"Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1.3 cm on every axis. No depth is published, so wid is left at the catalogue's 3.8 cm and is NOT retailer-confirmed. VOLUME WARNING: bike-packing.de's Rifter volume column (6/7.3/8.6/10 L) is identical to the Ranger's and is almost certainly a copy-paste error; BIKEPACKING.com's review gives 3.7/4.4/5.7/7.1 L. capacity_l is left at the catalogue value, which sits between the two.",retailer,https://www.bike-packing.de/en/revelate-designs-rifter-frame-bag-35-38-41-44-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/rifter/
Revelate Designs,Rifter,Rifter Frame Bag,MD,framebag_full,5.5,38.1,3.8,27.9,,packed,MD: 381 x 279 mm (L x H); 301 g,"Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1.3 cm on every axis. No depth is published, so wid is left at the catalogue's 3.8 cm and is NOT retailer-confirmed. VOLUME WARNING: bike-packing.de's Rifter volume column (6/7.3/8.6/10 L) is identical to the Ranger's and is almost certainly a copy-paste error; BIKEPACKING.com's review gives 3.7/4.4/5.7/7.1 L. capacity_l is left at the catalogue value, which sits between the two.",retailer,https://www.bike-packing.de/en/revelate-designs-rifter-frame-bag-35-38-41-44-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/rifter/
Revelate Designs,Rifter,Rifter Frame Bag,LG,framebag_full,7,40.6,3.8,31.8,,packed,LG: 406 x 318 mm (L x H); 325 g,"Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1.3 cm on every axis. No depth is published, so wid is left at the catalogue's 3.8 cm and is NOT retailer-confirmed. VOLUME WARNING: bike-packing.de's Rifter volume column (6/7.3/8.6/10 L) is identical to the Ranger's and is almost certainly a copy-paste error; BIKEPACKING.com's review gives 3.7/4.4/5.7/7.1 L. capacity_l is left at the catalogue value, which sits between the two.",retailer,https://www.bike-packing.de/en/revelate-designs-rifter-frame-bag-35-38-41-44-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/rifter/
Revelate Designs,Rifter,Rifter Frame Bag,XL,framebag_full,8.5,43.8,3.8,35.6,,packed,XL: 438 x 356 mm (L x H); 347 g,"Length and height from the bike-packing.de size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1.3 cm on every axis. No depth is published, so wid is left at the catalogue's 3.8 cm and is NOT retailer-confirmed. VOLUME WARNING: bike-packing.de's Rifter volume column (6/7.3/8.6/10 L) is identical to the Ranger's and is almost certainly a copy-paste error; BIKEPACKING.com's review gives 3.7/4.4/5.7/7.1 L. capacity_l is left at the catalogue value, which sits between the two.",retailer,https://www.bike-packing.de/en/revelate-designs-rifter-frame-bag-35-38-41-44-cm,Cordura (matte woven),zip,wedge,0,zip,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/rifter/
Revelate Designs,Tangle,Tangle Frame Bag,XS,framebag_half,3,38.8,6,11.4,,packed,"XS: length approx. 38.8 cm, height approx. 11.4 cm, 217 g","Length and height from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Per-size volumes (3 / 3.5 / 4 / 6 L) match the catalogue exactly, which is a good cross-check. No depth is published, so wid is left at the catalogue's 6 cm and is NOT retailer-confirmed.",retailer,https://www.bike-packing.de/en/revelate-designs-tangle-frame-bag-39-45-50-53-cm-black-xs,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/da/56/12/1672932993/revelate-designs-tangle-rahmentasche-schwarz-01.jpg,https://revelatedesigns.com/product/tangleframebag/
Revelate Designs,Tangle,Tangle Frame Bag,SM,framebag_half,3.5,44.5,6,11.4,,packed,"SM: length approx. 44.5 cm, height approx. 11.4 cm, 224 g","Length and height from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Per-size volumes (3 / 3.5 / 4 / 6 L) match the catalogue exactly, which is a good cross-check. No depth is published, so wid is left at the catalogue's 6 cm and is NOT retailer-confirmed.",retailer,https://www.bike-packing.de/en/revelate-designs-tangle-frame-bag-39-45-50-53-cm-black-xs,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/dc/32/5d/1672933124/revelate-designs-tangle-rahmentasche-schwarz-02.jpg,https://revelatedesigns.com/product/tangleframebag/
Revelate Designs,Tangle,Tangle Frame Bag,MD,framebag_half,4,50.2,6,11.4,,packed,"MD: length approx. 50.2 cm, height approx. 11.4 cm, 250 g","Length and height from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Per-size volumes (3 / 3.5 / 4 / 6 L) match the catalogue exactly, which is a good cross-check. No depth is published, so wid is left at the catalogue's 6 cm and is NOT retailer-confirmed.",retailer,https://www.bike-packing.de/en/revelate-designs-tangle-frame-bag-39-45-50-53-cm-black-xs,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/65/20/78/1672933236/revelate-designs-tangle-rahmentasche-black-06.jpg,https://revelatedesigns.com/product/tangleframebag/
Revelate Designs,Tangle,Tangle Frame Bag,LG,framebag_half,6,53.3,6,16.5,,packed,"LG: length approx. 53.3 cm, height approx. 16.5 cm, 338 g","Length and height from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Per-size volumes (3 / 3.5 / 4 / 6 L) match the catalogue exactly, which is a good cross-check. No depth is published, so wid is left at the catalogue's 6 cm and is NOT retailer-confirmed.",retailer,https://www.bike-packing.de/en/revelate-designs-tangle-frame-bag-39-45-50-53-cm-black-xs,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/2b/77/ec/1672934638/revelate-designs-tangle-rahmentasche-2.jpg,https://revelatedesigns.com/product/tangleframebag/
Revelate Designs,Choss,Choss Frame Bag,SM,framebag_full,2.7,35.6,6,19.1,,unknown,Small: 2.7 L / 165 cu in; 190 g; fits from 35 cm,"NO retailer publishes height or depth for the Choss. The only dimensional signal is bike-packing.de's product title, '(35/40 cm)', which on this retailer encodes bag LENGTH — a convention confirmed against their Ranger, Tangle, Rifter and Sandur listings, where the title numbers match the published per-size tables. That corroborates the catalogue's 35.6 cm length to within 1 cm; height and depth are left at the catalogue values and are NOT retailer-confirmed. Volume 2.7 L agrees across bike-packing.de, CampfireCycling, Universal Cycles and BIKEPACKING.com. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified.",retailer,https://www.bike-packing.de/en/revelate-designs-choss-frame-bag-35-40-cm,Cordura (matte woven),zip,wedge,0,slip,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/choss/
Revelate Designs,Choss,Choss Frame Bag,LG,framebag_full,3.4,40.6,6,21.6,,unknown,Large: 3.4 L / 205 cu in; 222 g; fits from 40 cm,"Same gap as the Small: no retailer publishes height or depth. bike-packing.de's title '(35/40 cm)' encodes bag length on this retailer (convention verified against their Ranger/Tangle/Rifter/Sandur tables), corroborating the catalogue's 40.6 cm to within 1 cm; height and depth left at catalogue values and NOT retailer-confirmed. VOLUME CORRECTION: Universal Cycles, CampfireCycling, BIKE24 and BIKEPACKING.com all give 3.4 L for the Large against the catalogue's 4 L; capacity_l lowered to 3.4. revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified.",retailer,https://www.bike-packing.de/en/revelate-designs-choss-frame-bag-35-40-cm,Cordura (matte woven),zip,wedge,0,slip,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/choss/
Revelate Designs,Sandur,Sandur Frame Bag,SM,framebag_full,2,36.8,6,19,,packed,"Small: 14.5"" x 7.5"" x 10"" (368 x 190 x 254 mm); 2.0 L / 120 cu in; 7.6 oz (215 g)","Length and height from the CampfireCycling spec block; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value to within 1 mm on both axes. bike-packing.de independently corroborates via its product title, which encodes bag length as '36/38 cm' (that title convention is verified against the Ranger, Tangle and Rifter, where bike-packing.de publishes full per-size tables). The third CampfireCycling figure (10 in / 254 mm) is NOT the depth — a 25 cm-deep frame bag is impossible and it would blow the 2 L rating apart — so wid is left at the catalogue's 6 cm and is not retailer-confirmed.",retailer,https://www.campfirecycling.com/product/revelate-designs-sandur-frame-bag.html,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/sandur/
Revelate Designs,Sandur,Sandur Frame Bag,LG,framebag_full,2.7,38.1,6,22.8,,packed,"Large: 15"" x 9"" x 12"" (381 x 228 x 305 mm); 2.7 L / 165 cu in; 8.5 oz (241 g)","Length and height from the CampfireCycling spec block; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value to within 1 mm on both axes. Third figure (12 in) is not the depth, so wid stays at the catalogue's 6 cm, not retailer-confirmed. VOLUME CORRECTION: CampfireCycling, bike-packing.de and BIKEPACKING.com all give 2.7 L for the Large against the catalogue's 3 L; capacity_l lowered to 2.7.",retailer,https://www.campfirecycling.com/product/revelate-designs-sandur-frame-bag.html,Cordura (matte woven),zip,wedge,0,zip,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/sandur/
Revelate Designs,Hopper,Hopper Frame Bag,One Size,framebag_full,2.5,33,6,20,,packed,length 33 cm; height 20 cm; fits from 28 cm frame; 2.5 L; 175 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Correction: the catalogue's 27.9 cm length looks to have been the 28 cm minimum FRAME size from the product title, not the bag's own length — the bag itself is 33 x 20 cm. No depth published, so wid stays at the catalogue's 6 cm, NOT retailer-confirmed. Volume 2.5 L matches.",retailer,https://www.bike-packing.de/en/revelate-designs-hopper-frame-bag-25l-28-cm,Cordura (matte woven),flap,wedge,0,,1,,,2,Black #1c1c1c | Red #a52a2a,0,,https://revelatedesigns.com/product/hopper/
Revelate Designs,Cranny,Cranny Frame Bag,0.6L,framebag_half,0.6,22.9,9.5,16.5,,packed,length/height (A) 22.9 cm; width (B) 16.5 cm; depth 9.5 cm; 0.6 L; 72 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly on all three axes, and the 0.6 L volume matches too.",maker,https://www.bike-packing.de/en/revelate-designs-cranny-frame-bag,Cordura (matte woven),zip,wedge,0,,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/c4/cb/26/1713950571/revelate-designs-cranny-frame-back-black.jpg,https://revelatedesigns.com/product/cranny/
Revelate Designs,Nook,Nook Frame Bag,1.2L,framebag_half,1.2,24.1,10.2,20.3,,packed,length (A) 24.1 cm; height (B) 20.3 cm; width 10.2 cm; 1.2 L; 85 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly on all three axes, and the 1.2 L volume matches too.",maker,https://www.bike-packing.de/en/revelate-designs-nook-frame-bag,Cordura (matte woven),zip,wedge,0,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/nook/
Revelate Designs,Joey,Joey Downtube Bag,1L,downtube,1,17.8,10.2,10.2,10.2,packed,1 L: 10.2 cm diameter x 17.8 cm length; 109 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly. Retailer rates it 1 L against the catalogue's 1.5 L; capacity_l lowered to the retailer's figure, which also matches the product's own name.",maker,https://www.bike-packing.de/en/revelate-designs-joey-downtube-bag,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/joey-downtube-bag/
Revelate Designs,Joey,Joey Downtube Bag,2L,downtube,2,22.9,12.7,12.7,12.7,packed,2 L: 12.7 cm diameter x 22.9 cm length; 137 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly. Retailer rates it 2 L against the catalogue's 2.4 L; capacity_l lowered to the retailer's figure.",retailer,https://www.bike-packing.de/en/revelate-designs-joey-downtube-bag,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/joey-downtube-bag/
Revelate Designs,Joey,Ultra Joey Downtube Bag,2L,downtube,2,25.4,10.8,10.8,10.8,packed,length at max capacity 254 mm; max diameter 108 mm; 2 L; approx. 122 g,"Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly. The 25.4 cm length is quoted 'at max capacity', i.e. the packed rather than unrolled state.",retailer,https://www.bike-packing.de/en/revelate-designs-ultra-joey-downtube-bag-2l,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/a0/be/ed/1773913167/revelate-designs-ultra-joey-downtube-bag-2-liter.jpg,https://revelatedesigns.com/product/ultra-joey-downtube-bag/
